label,text,text_,tokens_text_,tokens_text_length_
inadimplemento_constituicao_mora,"II - Ocorre que o(a) requerido(a) tornou-se inadimplente com suas obrigações, deixando de pagar a(s) parcela(s) 11 e seguintes, tendo sido constituído em mora, através de protesto/notificação extrajudicial, nos termos do artigo 2ª e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ii ocorre requerido tornou inadimplente obrigacoes deixando pagar s parcela s seguintes tendo sido constituido mora atraves protesto notificacao extrajudicial termos artigo SS decreto lei alteracoes lei,"['ii', 'ocorre', 'requerido', 'tornou', 'inadimplente', 'obrigacoes', 'deixando', 'pagar', 's', 'parcela', 's', 'seguintes', 'tendo', 'sido', 'constituido', 'mora', 'atraves', 'protesto', 'notificacao', 'extrajudicial', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",27
contrato_alienacao_fiduciaria,"I – As partes acima qualificadas, celebraram O CONTRATO DE FINANCIAMENTO PARA AQUISIÇÃO DE BENS, GARANTIDO POR ALIENAÇÃO FIDUCIÁRIA Nº 20027087142, pelo prazo de 48 meses, a contar de 01/09/2017 e com término em 01/09/2021 obrigando-se o(a) requerido(a) a pagar prestações mensais e consecutivas de acordo com o contrato dando em garantia fiduciária do crédito, o seguinte bem: O veículo MARCA VW - VOLKSWAGEN, MODELO GOL CITY (TREND) 1.0, ANO 2008, COR PRETA, PLACAS EDG0727, CHASSI Nº. 9BWAA05W79T105618.",i partes acima qualificadas celebraram contrato financiamento aquisicao bens garantido alienacao fiduciaria prazo meses contar termino obrigando requerido pagar prestacoes mensais consecutivas acordo contrato dando garantia fiduciaria credito seguinte bem veiculo marca vw volkswagen modelo gol city trend ano cor preta placas chassi,"['i', 'partes', 'acima', 'qualificadas', 'celebraram', 'contrato', 'financiamento', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'prazo', 'meses', 'contar', 'termino', 'obrigando', 'requerido', 'pagar', 'prestacoes', 'mensais', 'consecutivas', 'acordo', 'contrato', 'dando', 'garantia', 'fiduciaria', 'credito', 'seguinte', 'bem', 'veiculo', 'marca', 'vw', 'volkswagen', 'modelo', 'gol', 'city', 'trend', 'ano', 'cor', 'preta', 'placas', 'chassi']",43
inadimplemento_constituicao_mora,"3. Ocorre, porém, que a ré (u) tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 30/12/2018, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014, devidamente comprovada, por meio da notificação anexa, (doc. nº 04), encontrando-se o débito totalmente vencido, cujo valor, devidamente atualizado até 28/05/2019, pelos encargos contratados importa em R$ 29.187,89 (doc. nº 05).",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei devidamente comprovada meio notificacao anexa doc encontrando debito totalmente vencido cujo valor devidamente atualizado ate encargos contratados importa doc,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'devidamente', 'comprovada', 'meio', 'notificacao', 'anexa', 'doc', 'encontrando', 'debito', 'totalmente', 'vencido', 'cujo', 'valor', 'devidamente', 'atualizado', 'ate', 'encargos', 'contratados', 'importa', 'doc']",40
inadimplemento_constituicao_mora,"3. Ocorre, porém, que a ré (u) tornou-se inadimplente, deixando de efetuar o pagamento das prestações à partir de 22/08/2018 (data), incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014, devidamente comprovada, por meio da notificação anexa, (doc. nº 04), encontrando-se o débito totalmente vencido, cujo valor, devidamente atualizado até 22/01/2019(data) pelos encargos contratados importa em R$ 24.919,98(vinte e quatro mil e novecentos e dezenove reais e noventa e oito centavos) (doc. nº 05)- Obs. Demonstrativo detalhado das parcelas vencidas e do valor antecipadamente vencido).",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir data incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei devidamente comprovada meio notificacao anexa doc encontrando debito totalmente vencido cujo valor devidamente atualizado ate data encargos contratados importa vinte quatro mil novecentos dezenove reais noventa oito centavos doc obs demonstrativo detalhado parcelas vencidas valor antecipadamente vencido,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'data', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'devidamente', 'comprovada', 'meio', 'notificacao', 'anexa', 'doc', 'encontrando', 'debito', 'totalmente', 'vencido', 'cujo', 'valor', 'devidamente', 'atualizado', 'ate', 'data', 'encargos', 'contratados', 'importa', 'vinte', 'quatro', 'mil', 'novecentos', 'dezenove', 'reais', 'noventa', 'oito', 'centavos', 'doc', 'obs', 'demonstrativo', 'detalhado', 'parcelas', 'vencidas', 'valor', 'antecipadamente', 'vencido']",59
inadimplemento_constituicao_mora,"3. Ocorre que a ré deixou de pagar a parcela vencida em 16.11.2017 e demais subsequentes, importando a dívida atualizada até 12.03.2019 em R$ 17.812,24 (dezessete mil, oitocentos e doze reais e vinte e quatro centavos), conforme demonstrativo anexo, incorrendo em mora, nos termos do artigo 2º, § 2º, do Decreto-lei 911/69, com as alterações da Lei 1.043/2014, devidamente comprovada por meio da notificação também anexa.",ocorre re deixou pagar parcela vencida demais subsequentes importando divida atualizada ate dezessete mil oitocentos doze reais vinte quatro centavos conforme demonstrativo anexo incorrendo mora termos artigo SS decreto lei alteracoes lei devidamente comprovada meio notificacao tambem anexa,"['ocorre', 're', 'deixou', 'pagar', 'parcela', 'vencida', 'demais', 'subsequentes', 'importando', 'divida', 'atualizada', 'ate', 'dezessete', 'mil', 'oitocentos', 'doze', 'reais', 'vinte', 'quatro', 'centavos', 'conforme', 'demonstrativo', 'anexo', 'incorrendo', 'mora', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'devidamente', 'comprovada', 'meio', 'notificacao', 'tambem', 'anexa']",38
inadimplemento_constituicao_mora,"3- Ocorre Excelência, que o Réu não cumpriu o avençado, pois está em débito com o Banco Autor desde a parcela 007/36 vencida em 10/06/2013, e nesta condição foi constituído em mora, através de INSTRUMENTO DE PROTESTO feito pelo Tabelionato de Notas (doc.anexo), nos termos do art. 2º, do Dec.-Lei 911/69.",ocorre excelencia reu nao cumpriu avencado pois debito banco autor desde parcela vencida nesta condicao constituido mora atraves instrumento protesto feito tabelionato notas doc anexo termos art dec lei,"['ocorre', 'excelencia', 'reu', 'nao', 'cumpriu', 'avencado', 'pois', 'debito', 'banco', 'autor', 'desde', 'parcela', 'vencida', 'nesta', 'condicao', 'constituido', 'mora', 'atraves', 'instrumento', 'protesto', 'feito', 'tabelionato', 'notas', 'doc', 'anexo', 'termos', 'art', 'dec', 'lei']",29
contrato_alienacao_fiduciaria,"1- O Réu, em 26/10/2012, formalizou com o Banco Autor Cédula de Crédito sob nº 112002279 (doc. anexo), e como garantia alienou, fiduciariamente, o seguinte bem abaixo descrito: ESPÉCIE: CAMINHAO MARCA/MODELO: VOLVO/VM-260 TL 6X2 3E ANO: 2008/2008 CHASSI: 93KP0E0C08E113445 PLACA: ANK9500 COR: BRANCA",reu formalizou banco autor cedula credito sob doc anexo garantia alienou fiduciariamente seguinte bem abaixo descrito especie caminhao marca modelo volvo vm tl ano chassi placa cor branca,"['reu', 'formalizou', 'banco', 'autor', 'cedula', 'credito', 'sob', 'doc', 'anexo', 'garantia', 'alienou', 'fiduciariamente', 'seguinte', 'bem', 'abaixo', 'descrito', 'especie', 'caminhao', 'marca', 'modelo', 'volvo', 'vm', 'tl', 'ano', 'chassi', 'placa', 'cor', 'branca']",28
contrato_alienacao_fiduciaria,"A Autora, através do Contrato de Financiamento n . 20026745441 firmado em 04/07/2017, alienou fiduciariamente ao Réu o AUTOMÓVEL supra descrito, pelo valor principal de R$ 12.511,00 (doze mil quinhentos e onze reais), a ser pago em 24 parcelas, com vencimentos para os dias 04/08/2017 a 04/07/2019.",autora atraves contrato financiamento n firmado alienou fiduciariamente reu automovel supra descrito valor principal doze mil quinhentos onze reais ser pago parcelas vencimentos dias,"['autora', 'atraves', 'contrato', 'financiamento', 'n', 'firmado', 'alienou', 'fiduciariamente', 'reu', 'automovel', 'supra', 'descrito', 'valor', 'principal', 'doze', 'mil', 'quinhentos', 'onze', 'reais', 'ser', 'pago', 'parcelas', 'vencimentos', 'dias']",24
inadimplemento_constituicao_mora,"Ocorre, porém, que o(a) requerido(a) tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 16/02/2019, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014, com as alterações da Lei 13.043/2014, bem como artigo 394 e seguintes do Código Civil. O requerente, antes de bater às portas do Poder Judiciário para resolver a inadimplência e garantir o seu direito creditório, por diversas oportunidades tentou a resolução da situação de forma extrajudicial, objetivando a desjudicialização do processo, porém, não logrou êxito. O requerido está se furtando dos pagamentos não restando alternativas ao requerente senão esta medida, haja vista que o requerente possui compromissos com os seus depositantes e não pode amargar os prejuízos da inadimplência.",ocorre porem requerido tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei alteracoes lei bem artigo seguintes codigo civil requerente antes bater portas poder judiciario resolver inadimplencia garantir direito creditorio diversas oportunidades tentou resolucao situacao forma extrajudicial objetivando desjudicializacao processo porem nao logrou exito requerido furtando pagamentos nao restando alternativas requerente senao medida vista requerente possui compromissos depositantes nao pode amargar prejuizos inadimplencia,"['ocorre', 'porem', 'requerido', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'alteracoes', 'lei', 'bem', 'artigo', 'seguintes', 'codigo', 'civil', 'requerente', 'antes', 'bater', 'portas', 'poder', 'judiciario', 'resolver', 'inadimplencia', 'garantir', 'direito', 'creditorio', 'diversas', 'oportunidades', 'tentou', 'resolucao', 'situacao', 'forma', 'extrajudicial', 'objetivando', 'desjudicializacao', 'processo', 'porem', 'nao', 'logrou', 'exito', 'requerido', 'furtando', 'pagamentos', 'nao', 'restando', 'alternativas', 'requerente', 'senao', 'medida', 'vista', 'requerente', 'possui', 'compromissos', 'depositantes', 'nao', 'pode', 'amargar', 'prejuizos', 'inadimplencia']",72
contrato_alienacao_fiduciaria,"O Requerente celebrou Contrato de Alienação Fiduciária em Garantia com o Requerido (DOC-02), tendo por objeto o bem: Automóvel – Marca: FIAT – Modelo: PALIO ATTRACTIV 1.4 Placa:FJS6735 – CHASSI: 9BD196272D2147104 – RENAVAM:0054550652 Ano/Modelo: 2013/2013 – Cor: PRETA",requerente celebrou contrato alienacao fiduciaria garantia requerido doc tendo objeto bem automovel marca fiat modelo palio attractiv placa chassi renavam ano modelo cor preta,"['requerente', 'celebrou', 'contrato', 'alienacao', 'fiduciaria', 'garantia', 'requerido', 'doc', 'tendo', 'objeto', 'bem', 'automovel', 'marca', 'fiat', 'modelo', 'palio', 'attractiv', 'placa', 'chassi', 'renavam', 'ano', 'modelo', 'cor', 'preta']",24
contrato_alienacao_fiduciaria,"Na data de 27/10/2010, as partes celebraram Contrato de Financiamento com Garantia de Alienação Fiduciária (doc. Anexo), sob o nº 30413-441949153 no valor total de R$ 18.600,00, com pagamento por meio de 60 parcelas mensais e consecutivas. Tendo como objeto o bem com as seguintes características: Marca: CHEVROLET Modelo: CELTA 2P LIFE",data partes celebraram contrato financiamento garantia alienacao fiduciaria doc anexo sob valor total pagamento meio parcelas mensais consecutivas tendo objeto bem seguintes caracteristicas marca chevrolet modelo celta life,"['data', 'partes', 'celebraram', 'contrato', 'financiamento', 'garantia', 'alienacao', 'fiduciaria', 'doc', 'anexo', 'sob', 'valor', 'total', 'pagamento', 'meio', 'parcelas', 'mensais', 'consecutivas', 'tendo', 'objeto', 'bem', 'seguintes', 'caracteristicas', 'marca', 'chevrolet', 'modelo', 'celta', 'life']",28
inadimplemento_constituicao_mora,"Contudo, a parte requerida deixou de adimplir a parcela 3, vencida em 11/10/2016 e as subsequentes, vencidas antecipadamente, conforme cláusula contratual e permissivo do Decreto-Lei 911/69. Constituída em mora de acordo com o artigo 2º, 82º do citado Decreto-Lei, conforme comprovam os documentos anexos, a parte requerida se manteve inerte.",contudo parte requerida deixou adimplir parcela vencida subsequentes vencidas antecipadamente conforme clausula contratual permissivo decreto lei constituida mora acordo artigo citado decreto lei conforme comprovam documentos anexos parte requerida manteve inerte,"['contudo', 'parte', 'requerida', 'deixou', 'adimplir', 'parcela', 'vencida', 'subsequentes', 'vencidas', 'antecipadamente', 'conforme', 'clausula', 'contratual', 'permissivo', 'decreto', 'lei', 'constituida', 'mora', 'acordo', 'artigo', 'citado', 'decreto', 'lei', 'conforme', 'comprovam', 'documentos', 'anexos', 'parte', 'requerida', 'manteve', 'inerte']",31
contrato_alienacao_fiduciaria,"As partes litigantes celebraram em 11/07/2016 o contrato de financiamento nº 20025022566 pelo qual a parte requerida se obrigou a pagar ao requerente o valor financiado (liquido principal + Tarifas) de R$58681,97 (CINQUENTA E OITO MIL E SEISCENTOS E OITENTA E UM REAIS E NOVENTA E SETE CENTAVOS) em 48 parcelas mensais no valor de R$1963,52 (UM MIL E NOVECENTOS E SESSENTA E TRÊS REAIS E CINQUENTA E DOIS CENTAVOS) com vencimentos previstos a partir de 11/08/2016 e término em 11/07/2020. Em garantia ao contrato celebrado, a parte requerida alienou fiduciariamente ao requerente o veículo abaixo descrito, conforme extrato comprobatório em anexo, permanecendo na posse a título precário e na qualidade de fiel depositário: Marca LAND ROVER Modelo FREELANDER2 SE 2.2S Ano 2011 Cor VERDE Placa ANC5443 Chassi nº SALFA2BD3BH254978",partes litigantes celebraram contrato financiamento parte requerida obrigou pagar requerente valor financiado liquido principal tarifas cinquenta oito mil seiscentos oitenta reais noventa sete centavos parcelas mensais valor mil novecentos sessenta tres reais cinquenta dois centavos vencimentos previstos partir termino garantia contrato celebrado parte requerida alienou fiduciariamente requerente veiculo abaixo descrito conforme extrato comprobatorio anexo permanecendo posse titulo precario qualidade fiel depositario marca land rover modelo ano cor verde placa chassi,"['partes', 'litigantes', 'celebraram', 'contrato', 'financiamento', 'parte', 'requerida', 'obrigou', 'pagar', 'requerente', 'valor', 'financiado', 'liquido', 'principal', 'tarifas', 'cinquenta', 'oito', 'mil', 'seiscentos', 'oitenta', 'reais', 'noventa', 'sete', 'centavos', 'parcelas', 'mensais', 'valor', 'mil', 'novecentos', 'sessenta', 'tres', 'reais', 'cinquenta', 'dois', 'centavos', 'vencimentos', 'previstos', 'partir', 'termino', 'garantia', 'contrato', 'celebrado', 'parte', 'requerida', 'alienou', 'fiduciariamente', 'requerente', 'veiculo', 'abaixo', 'descrito', 'conforme', 'extrato', 'comprobatorio', 'anexo', 'permanecendo', 'posse', 'titulo', 'precario', 'qualidade', 'fiel', 'depositario', 'marca', 'land', 'rover', 'modelo', 'ano', 'cor', 'verde', 'placa', 'chassi']",70
contrato_alienacao_fiduciaria,"As partes celebraram Contrato de Financiamento sob nº 20023416553, assinado em 03/06/2015, com Duração de 30 (trinta) meses, vencendo a primeira prestação em 03/07/2015, na monta de R$ 1.164,32 (Mil, cento e sessenta e quatro reais e trinta e dois centavos) cada parcela, dando em garantia em alienação fiduciária, o veículo: Auto/Marca: MITSUBISHI, Modelo: L 200 SPORT HPE, Ano: 2005, Cor: PRETA, Chassi: 93XPRK7406C519813, Placa: DRP 2726",partes celebraram contrato financiamento sob assinado duracao trinta meses vencendo primeira prestacao monta mil cento sessenta quatro reais trinta dois centavos cada parcela dando garantia alienacao fiduciaria veiculo auto marca mitsubishi modelo l sport hpe ano cor preta chassi placa drp,"['partes', 'celebraram', 'contrato', 'financiamento', 'sob', 'assinado', 'duracao', 'trinta', 'meses', 'vencendo', 'primeira', 'prestacao', 'monta', 'mil', 'cento', 'sessenta', 'quatro', 'reais', 'trinta', 'dois', 'centavos', 'cada', 'parcela', 'dando', 'garantia', 'alienacao', 'fiduciaria', 'veiculo', 'auto', 'marca', 'mitsubishi', 'modelo', 'l', 'sport', 'hpe', 'ano', 'cor', 'preta', 'chassi', 'placa', 'drp']",41
inadimplemento_constituicao_mora,"3. Ocorre, porém, que a ré (u) tornou-se inadimplente, deixando de efetuar o pagamento das prestações à partir de 23/05/2018 (data), incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014, devidamente comprovada, por meio da notificação anexa, (doc. nº 04), encontrando-se o débito totalmente vencido, cujo valor, devidamente atualizado até 13/12/2018(data) pelos encargos contratados importa em R$ 14.123,98(catorze mil e cento e vinte e três reais e noventa e oito centavos) (doc. nº 05)- Obs. Demonstrativo detalhado das parcelas vencidas e do valor antecipadamente vencido).",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir data incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei devidamente comprovada meio notificacao anexa doc encontrando debito totalmente vencido cujo valor devidamente atualizado ate data encargos contratados importa catorze mil cento vinte tres reais noventa oito centavos doc obs demonstrativo detalhado parcelas vencidas valor antecipadamente vencido,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'data', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'devidamente', 'comprovada', 'meio', 'notificacao', 'anexa', 'doc', 'encontrando', 'debito', 'totalmente', 'vencido', 'cujo', 'valor', 'devidamente', 'atualizado', 'ate', 'data', 'encargos', 'contratados', 'importa', 'catorze', 'mil', 'cento', 'vinte', 'tres', 'reais', 'noventa', 'oito', 'centavos', 'doc', 'obs', 'demonstrativo', 'detalhado', 'parcelas', 'vencidas', 'valor', 'antecipadamente', 'vencido']",59
inadimplemento_constituicao_mora,"3. Ocorre, porém, que a ré (u) tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 05/09/2019, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014, devidamente comprovada, por meio da notificação anexa, (doc. nº 04), encontrando-se o débito totalmente vencido, cujo valor, devidamente atualizado até 06/01/2020, pelos encargos contratados importa em R$ 15.334,73 (doc. nº 05).",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei devidamente comprovada meio notificacao anexa doc encontrando debito totalmente vencido cujo valor devidamente atualizado ate encargos contratados importa doc,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'devidamente', 'comprovada', 'meio', 'notificacao', 'anexa', 'doc', 'encontrando', 'debito', 'totalmente', 'vencido', 'cujo', 'valor', 'devidamente', 'atualizado', 'ate', 'encargos', 'contratados', 'importa', 'doc']",40
contrato_alienacao_fiduciaria,"Na data de 28/12/2016, as partes celebraram Cédula de Crédito Bancário (doc. anexo), sob o nº 000000372143917, no valor total de R$ 22.367,85, com pagamento por meio de 48 parcelas mensais e consecuĕvas. Tendo como objeto o bem com as seguintes caracterísĕcas: Marca:FIAT Modelo:PALIO (FL)ATTRAC(CRE Ano:2013/2013 Placa:FAX7697 CHASSI:9BD196271D2152997",data partes celebraram cedula credito bancario doc anexo sob valor total pagamento meio parcelas mensais consecuevas tendo objeto bem seguintes caracterisecas marca fiat modelo palio fl attrac cre ano placa chassi,"['data', 'partes', 'celebraram', 'cedula', 'credito', 'bancario', 'doc', 'anexo', 'sob', 'valor', 'total', 'pagamento', 'meio', 'parcelas', 'mensais', 'consecuevas', 'tendo', 'objeto', 'bem', 'seguintes', 'caracterisecas', 'marca', 'fiat', 'modelo', 'palio', 'fl', 'attrac', 'cre', 'ano', 'placa', 'chassi']",31
inadimplemento_constituicao_mora,"3. Ocorre, porém, que a ré (u) tornou-se inadimplente, deixando de efetuar o pagamento das prestações à partir de 06/06/2018 (data), incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014, devidamente comprovada, por meio da notificação anexa, (doc. nº 04), encontrando-se o débito totalmente vencido, cujo valor, devidamente atualizado até 25/03/2019(data) pelos encargos contratados importa em R$ 27.299,80(vinte e sete mil e duzentos e noventa e nove reais e oitenta centavos) (doc. nº 05)- Obs. Demonstrativo detalhado das parcelas vencidas e do valor antecipadamente vencido).",ocorre porem re tornou inadimplente deixando efetuar pagamento prestacoes partir data incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei devidamente comprovada meio notificacao anexa doc encontrando debito totalmente vencido cujo valor devidamente atualizado ate data encargos contratados importa vinte sete mil duzentos noventa nove reais oitenta centavos doc obs demonstrativo detalhado parcelas vencidas valor antecipadamente vencido,"['ocorre', 'porem', 're', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'data', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei', 'devidamente', 'comprovada', 'meio', 'notificacao', 'anexa', 'doc', 'encontrando', 'debito', 'totalmente', 'vencido', 'cujo', 'valor', 'devidamente', 'atualizado', 'ate', 'data', 'encargos', 'contratados', 'importa', 'vinte', 'sete', 'mil', 'duzentos', 'noventa', 'nove', 'reais', 'oitenta', 'centavos', 'doc', 'obs', 'demonstrativo', 'detalhado', 'parcelas', 'vencidas', 'valor', 'antecipadamente', 'vencido']",59
contrato_alienacao_fiduciaria,"As partes celebraram Contrato de Financiamento sob nº 20022949183, assinado em 06/02/2015, com Duração de 48 (Quarenta e oito) meses, vencendo a primeira prestação em 06/03/2015, na monta de R$ 497,05 (Quatrocentos e noventa e sete reais e cinco centavos) cada parcela, dando em garantia em alienação fiduciária, o veículo: Auto/Marca: FIAT, Modelo: UNO MILLE WAY ECONOM, Ano: 2012, Cor: PRATA, Chassi: 9BD15804AD6710967, Placa: FBC 8803",partes celebraram contrato financiamento sob assinado duracao quarenta oito meses vencendo primeira prestacao monta quatrocentos noventa sete reais cinco centavos cada parcela dando garantia alienacao fiduciaria veiculo auto marca fiat modelo uno mille way econom ano cor prata chassi placa fbc,"['partes', 'celebraram', 'contrato', 'financiamento', 'sob', 'assinado', 'duracao', 'quarenta', 'oito', 'meses', 'vencendo', 'primeira', 'prestacao', 'monta', 'quatrocentos', 'noventa', 'sete', 'reais', 'cinco', 'centavos', 'cada', 'parcela', 'dando', 'garantia', 'alienacao', 'fiduciaria', 'veiculo', 'auto', 'marca', 'fiat', 'modelo', 'uno', 'mille', 'way', 'econom', 'ano', 'cor', 'prata', 'chassi', 'placa', 'fbc']",41
inadimplemento_constituicao_mora,"3- Ocorre Excelência, que o réu não cumpriu o avençado, pois está em débito com o Banco Autor desde a parcela 11/60 vencida em 24/10/2018, e nesta condição foi constituída em mora, por meio de NOTIFICAÇÃO EXTRAJUDICIAL feita pelo Cartório de Títulos de Documentos (doc.anexo), para a qual, consoante nova redação do art. 2º, § 2º do Decreto-lei 911/69, não se exige que o recebimento da mesma se dê pelo próprio destinatário.",ocorre excelencia reu nao cumpriu avencado pois debito banco autor desde parcela vencida nesta condicao constituida mora meio notificacao extrajudicial feita cartorio titulos documentos doc anexo consoante nova redacao art SS decreto lei nao exige recebimento mesma proprio destinatario,"['ocorre', 'excelencia', 'reu', 'nao', 'cumpriu', 'avencado', 'pois', 'debito', 'banco', 'autor', 'desde', 'parcela', 'vencida', 'nesta', 'condicao', 'constituida', 'mora', 'meio', 'notificacao', 'extrajudicial', 'feita', 'cartorio', 'titulos', 'documentos', 'doc', 'anexo', 'consoante', 'nova', 'redacao', 'art', 'SS', 'decreto', 'lei', 'nao', 'exige', 'recebimento', 'mesma', 'proprio', 'destinatario']",39
contrato_alienacao_fiduciaria,"1 – O réu, em 24/11/2017, formalizou com o Banco Autor Contrato de Financiamento sob o nº 20027584369(doc. anexo), e como garantia alienou, fiduciariamente, o seguinte bem abaixo descrito: ESPÉCIE: AUTOMÓVEL MARCA/MODELO: VOLVO/XC 60 3.0 285CV AWD ANO: 2010/2010 CHASSI: YV1DZ9056B2149482 PLACA: ETP7368 COR: AZUL",reu formalizou banco autor contrato financiamento sob doc anexo garantia alienou fiduciariamente seguinte bem abaixo descrito especie automovel marca modelo volvo xc awd ano chassi placa cor azul,"['reu', 'formalizou', 'banco', 'autor', 'contrato', 'financiamento', 'sob', 'doc', 'anexo', 'garantia', 'alienou', 'fiduciariamente', 'seguinte', 'bem', 'abaixo', 'descrito', 'especie', 'automovel', 'marca', 'modelo', 'volvo', 'xc', 'awd', 'ano', 'chassi', 'placa', 'cor', 'azul']",28
contrato_alienacao_fiduciaria,"Na data de 13/11/2018, as partes celebraram Cédula de Crédito Bancário (doc. anexo), sob o nº 763088879/30410, no valor total de R$35.628,93, com pagamento por meio de 48 parcelas mensais e consecutivas. Tendo como objeto o bem com as seguintes características: Marca: CHEVROLET Modelo: ONIX LT(R7F)1.08VM Ano Fabricação: 2017 Cor: BRANCO",data partes celebraram cedula credito bancario doc anexo sob valor total pagamento meio parcelas mensais consecutivas tendo objeto bem seguintes caracteristicas marca chevrolet modelo onix lt ano fabricacao cor branco,"['data', 'partes', 'celebraram', 'cedula', 'credito', 'bancario', 'doc', 'anexo', 'sob', 'valor', 'total', 'pagamento', 'meio', 'parcelas', 'mensais', 'consecutivas', 'tendo', 'objeto', 'bem', 'seguintes', 'caracteristicas', 'marca', 'chevrolet', 'modelo', 'onix', 'lt', 'ano', 'fabricacao', 'cor', 'branco']",30
inadimplemento_constituicao_mora,"II - Ocorre que o(a) requerido(a) tornou-se inadimplente com suas obrigações, deixando de pagar a(s) parcela(s) 04 e seguintes, tendo sido constituído em mora, através de protesto/notificação extrajudicial, nos termos do artigo 2ª e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ii ocorre requerido tornou inadimplente obrigacoes deixando pagar s parcela s seguintes tendo sido constituido mora atraves protesto notificacao extrajudicial termos artigo SS decreto lei alteracoes lei,"['ii', 'ocorre', 'requerido', 'tornou', 'inadimplente', 'obrigacoes', 'deixando', 'pagar', 's', 'parcela', 's', 'seguintes', 'tendo', 'sido', 'constituido', 'mora', 'atraves', 'protesto', 'notificacao', 'extrajudicial', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",27
